Année;Commune;Commune id;Commune id hist.;District;Bezirk;District Id;Coefficients;Koeffizient;Valeurs;Unité;Moyenne cantonale;Année de la moyenne cantonale;Coordonnées géographiques;Centroïde
2025;Belmont-Broye;2053;15675;Broye;Broye;1001;Impôt sur le bénéfice et le capital, en % de l’impôt cantonal de base;Gewinn- und Kapitalsteuer, in % der einfachen Kantonssteuer;78.0;%;75.85;2023;"{""coordinates"": [[[[7.055157077, 46.850300999], [7.05535148, 46.84990946], [7.055454117, 46.849439125], [7.054683731, 46.849191272], [7.054436842, 46.848944208], [7.054626462, 46.848079194], [7.054468681, 46.847830197], [7.055050085, 46.847387668], [7.054518929, 46.847082546], [7.053623657, 46.845925359], [7.053445309, 46.84558257], [7.053166391, 46.844906042], [7.052870891, 46.844549391], [7.052412042, 46.844212892], [7.052226986, 46.844022498], [7.052038463, 46.843210813], [7.052435995, 46.842588223], [7.051906271, 46.84222768], [7.050939487, 46.842190634], [7.050878465, 46.842111995], [7.05159593, 46.841888676], [7.051956679, 46.841692559], [7.052491051, 46.841162508], [7.052421119, 46.841132415], [7.053782158, 46.839711631], [7.053980592, 46.839453493], [7.053666856, 46.837883297], [7.052101841, 46.837018572], [7.052199131, 46.836860231], [7.052889531, 46.836452648], [7.053158943, 46.836071668], [7.053083849, 46.835638724], [7.052549171, 46.835166705], [7.051737292, 46.834089788], [7.051718617, 46.833925666], [7.051855709, 46.833549375], [7.051987806, 46.832665202], [7.051069433, 46.831878075], [7.050901079, 46.831329013], [7.050337191, 46.830632734], [7.049432861, 46.830059077], [7.048449167, 46.829546058], [7.047622147, 46.829471304], [7.047589012, 46.829158473], [7.046958318, 46.829296096], [7.04691227, 46.829187129], [7.045940963, 46.829227729], [7.045946889, 46.82913613], [7.044647266, 46.829006752], [7.044484721, 46.828731675], [7.042845411, 46.828662126], [7.042057935, 46.828612927], [7.040913319, 46.82889887], [7.039527952, 46.828126813], [7.039930673, 46.826965229], [7.039315049, 46.826730514], [7.038925228, 46.826450351], [7.039328602, 46.825747278], [7.039539837, 46.82547096], [7.039663546, 46.825147638], [7.03831148, 46.82483034], [7.037731468, 46.824734217], [7.036524129, 46.824312375], [7.035503213, 46.823474152], [7.035363045, 46.823939278], [7.033407927, 46.823504788], [7.032285586, 46.823191752], [7.031425584, 46.823035418], [7.030097905, 46.822555894], [7.02992491, 46.822519354], [7.029726254, 46.822725501], [7.026052507, 46.821363341], [7.02567984, 46.821025596], [7.025278531, 46.820738875], [7.024761746, 46.820569806], [7.025102035, 46.820261076], [7.025169819, 46.820072795], [7.025698462, 46.819887076], [7.025984859, 46.819844], [7.025363317, 46.819475544], [7.026551649, 46.818513627], [7.025706847, 46.818342029], [7.025442114, 46.818235832], [7.023649938, 46.817860955], [7.023402728, 46.817780445], [7.023193855, 46.817734679], [7.021957254, 46.817336019], [7.021246085, 46.817129542], [7.019912612, 46.816818254], [7.019470661, 46.816783921], [7.018449165, 46.816532097], [7.017121753, 46.816781234], [7.016641495, 46.816762814], [7.015385831, 46.816951344], [7.014928611, 46.81695094], [7.014562245, 46.817138842], [7.014277359, 46.817361131], [7.013756227, 46.817875951], [7.013336602, 46.817846283], [7.012442708, 46.817435844], [7.011865117, 46.81771191], [7.010691971, 46.818368152], [7.009954411, 46.818890533], [7.008880491, 46.819526246], [7.008520347, 46.819884753], [7.008241918, 46.820028961], [7.007558851, 46.820075109], [7.007158914, 46.81996986], [7.007313566, 46.820234859], [7.007408521, 46.820699881], [7.007045569, 46.821014303], [7.007376093, 46.821231248], [7.006725774, 46.821658456], [7.00612607, 46.821825191], [7.005595766, 46.822446799], [7.004641569, 46.824084857], [7.003776972, 46.824376182], [7.003214509, 46.824801832], [7.003027604, 46.824998245], [7.002952764, 46.825273625], [7.002424593, 46.825706049], [7.00234285, 46.825869309], [7.002332111, 46.826298873], [7.002613251, 46.826950133], [7.00260755, 46.827130776], [7.001777096, 46.827517487], [7.001542828, 46.827912965], [7.001276715, 46.828095182], [7.000820882, 46.828285899], [6.999858955, 46.829499481], [6.999849685, 46.829743781], [7.000027116, 46.829842613], [6.999823592, 46.830139508], [6.999353444, 46.830512108], [6.998558887, 46.830614946], [6.996432476, 46.830565113], [6.997161443, 46.832404962], [6.996726473, 46.832330323], [6.995874155, 46.832258839], [6.995481035, 46.832345197], [6.994822654, 46.83273831], [6.994269849, 46.8329266], [6.993817133, 46.832919797], [6.993750725, 46.832835097], [6.993518512, 46.831793269], [6.993354347, 46.831318772], [6.993112552, 46.830945297], [6.992789396, 46.830611074], [6.992686618, 46.830400295], [6.992371069, 46.830398898], [6.991939529, 46.831028782], [6.992751379, 46.831778361], [6.992834087, 46.831907644], [6.99280826, 46.832481347], [6.992362112, 46.833171929], [6.99140542, 46.833322794], [6.990063241, 46.833594266], [6.988643953, 46.833916889], [6.988086756, 46.834062178], [6.987608731, 46.834255337], [6.987141184, 46.834534874], [6.986832615, 46.834659102], [6.986135405, 46.834724424], [6.985992396, 46.835163042], [6.986258563, 46.83552292], [6.986427353, 46.835580899], [6.986689053, 46.835956716], [6.986614399, 46.836159394], [6.986827974, 46.836832077], [6.98698587, 46.837177427], [6.98603454, 46.83748587], [6.986232355, 46.837835185], [6.983074771, 46.839825231], [6.983453227, 46.840269698], [6.984224378, 46.84102888], [6.98435878, 46.841040867], [6.985130464, 46.840605454], [6.985992353, 46.840068835], [6.98845385, 46.842083726], [6.987552478, 46.842742187], [6.987392851, 46.842785957], [6.988654387, 46.843494785], [6.988660341, 46.84358067], [6.987655302, 46.84441914], [6.986926012, 46.844070629], [6.986642687, 46.844388233], [6.986976224, 46.844556691], [6.985864328, 46.845541601], [6.985627742, 46.84564321], [6.984415378, 46.846717068], [6.98347959, 46.84621765], [6.983259963, 46.846353127], [6.982891058, 46.846040509], [6.982426917, 46.846422778], [6.981475194, 46.845711274], [6.979466707, 46.846945912], [6.979287932, 46.846956014], [6.980454653, 46.848113641], [6.980444666, 46.848225343], [6.978093915, 46.849838751], [6.977887379, 46.849968711], [6.977575065, 46.849870406], [6.977499767, 46.850582893], [6.977563485, 46.851246], [6.97780868, 46.851873634], [6.978047615, 46.8521984], [6.978575346, 46.852751691], [6.979317698, 46.853269935], [6.977813117, 46.854958234], [6.980583969, 46.858017633], [6.976944228, 46.860527354], [6.97921104, 46.865609817], [6.979226491, 46.865767561], [6.980150171, 46.866305526], [6.981751855, 46.867240183], [6.982744831, 46.867860703], [6.983867678, 46.868678013], [6.986480312, 46.870743137], [6.985944591, 46.871059802], [6.987376175, 46.872319347], [6.988895372, 46.873460031], [6.987907025, 46.874380366], [6.9877377, 46.874752198], [6.986108996, 46.876262091], [6.988370744, 46.877695709], [6.989086011, 46.878204558], [6.991629641, 46.875846155], [6.99198294, 46.875914653], [6.992392711, 46.876109659], [6.99370341, 46.87712204], [6.994219384, 46.87759158], [6.994438624, 46.877887187], [6.99468877, 46.877883609], [6.994949805, 46.878068616], [6.995621221, 46.877557335], [6.997178588, 46.87628102], [6.998513538, 46.875118068], [6.999333124, 46.874329727], [6.999865056, 46.874327906], [7.000134011, 46.874160375], [7.001105655, 46.873862588], [7.002379375, 46.873697812], [7.003301783, 46.873795887], [7.003679282, 46.873798487], [7.004291298, 46.873575403], [7.004842533, 46.873586397], [7.005575451, 46.873450202], [7.006498956, 46.873132225], [7.007030558, 46.873005243], [7.007309591, 46.873001622], [7.008418345, 46.873154583], [7.008692658, 46.87336683], [7.008733704, 46.87349749], [7.008558601, 46.873809961], [7.008561144, 46.87406705], [7.008706817, 46.874287708], [7.009229386, 46.87444107], [7.0093943, 46.874552604], [7.009747552, 46.875296567], [7.010132395, 46.875399293], [7.010663559, 46.875462096], [7.010852238, 46.875357917], [7.011567185, 46.875186543], [7.011706205, 46.875208194], [7.01203301, 46.875452113], [7.012138608, 46.875699693], [7.011875481, 46.876127772], [7.011834767, 46.876316802], [7.012002613, 46.876424008], [7.012522151, 46.8765813], [7.013056039, 46.876567191], [7.013493991, 46.876843085], [7.013830796, 46.877350503], [7.014170467, 46.877511427], [7.014638945, 46.877342616], [7.014994013, 46.876929615], [7.015288103, 46.876814135], [7.015504709, 46.87703055], [7.0153743, 46.877634081], [7.015386686, 46.877859912], [7.015289942, 46.878251654], [7.015327143, 46.878478207], [7.015810033, 46.87892805], [7.016013885, 46.879748817], [7.016195377, 46.880777557], [7.017689702, 46.880115261], [7.018189357, 46.879450013], [7.020172985, 46.87770134], [7.021286855, 46.876684388], [7.025182275, 46.877795159], [7.025391474, 46.877303068], [7.025482493, 46.876691098], [7.025802693, 46.876520715], [7.026783736, 46.876237848], [7.027049771, 46.8761351], [7.028110573, 46.875851942], [7.028541352, 46.87570093], [7.028816526, 46.875706137], [7.029551313, 46.875580312], [7.030160643, 46.875427936], [7.030431713, 46.875282731], [7.030747805, 46.875356005], [7.031584981, 46.875688209], [7.032223912, 46.875832148], [7.034566464, 46.874255292], [7.035024134, 46.873662586], [7.035171237, 46.873550385], [7.035643438, 46.873378893], [7.035777887, 46.872995175], [7.035614366, 46.872829531], [7.035053861, 46.87255167], [7.03470432, 46.872321238], [7.034136457, 46.871766297], [7.034038075, 46.871506169], [7.033438026, 46.870975568], [7.033017095, 46.870160546], [7.032682485, 46.869710943], [7.032580836, 46.869675859], [7.032336684, 46.869161991], [7.031925136, 46.868928181], [7.031659454, 46.868627345], [7.031345044, 46.868057632], [7.031219516, 46.86771158], [7.031087011, 46.867577893], [7.030949, 46.867200672], [7.031071643, 46.867044051], [7.03033168, 46.866521496], [7.029894145, 46.866173435], [7.031116342, 46.865090281], [7.033383562, 46.863618829], [7.035503569, 46.862298936], [7.035658525, 46.862331229], [7.036026787, 46.862106997], [7.036225837, 46.861834761], [7.036666118, 46.861594797], [7.038014293, 46.861100291], [7.039665373, 46.860605004], [7.039046039, 46.859263823], [7.038602312, 46.858983265], [7.037047253, 46.858252162], [7.036534449, 46.858174504], [7.035683101, 46.858130658], [7.03508386, 46.857972052], [7.034846931, 46.858028674], [7.034189476, 46.857789105], [7.033334171, 46.857060143], [7.033567954, 46.856462742], [7.03392337, 46.855769558], [7.034096478, 46.855320446], [7.031942548, 46.853928461], [7.032047426, 46.853587063], [7.031493822, 46.853524233], [7.029707908, 46.852680621], [7.02970058, 46.851388648], [7.029782408, 46.851113817], [7.029119288, 46.850868156], [7.029823231, 46.850235944], [7.02992073, 46.84979704], [7.030506724, 46.84903532], [7.031888984, 46.847806283], [7.033193161, 46.848735658], [7.034797851, 46.847192695], [7.035425667, 46.846506963], [7.037056851, 46.84557844], [7.037453041, 46.84553591], [7.039586401, 46.84830163], [7.042915421, 46.846888119], [7.043043466, 46.846928368], [7.04440357, 46.847956669], [7.044436204, 46.848129728], [7.044299047, 46.848365438], [7.044838639, 46.848477821], [7.045279043, 46.848889479], [7.045404175, 46.849151002], [7.045028472, 46.849556282], [7.046537873, 46.850728201], [7.046384984, 46.850876081], [7.047285377, 46.851615807], [7.04907697, 46.854870621], [7.05031242, 46.854547536], [7.050286833, 46.854328959], [7.050030818, 46.854171963], [7.049431749, 46.854321033], [7.04921586, 46.85421836], [7.051637665, 46.853014081], [7.052197585, 46.852650517], [7.052365008, 46.852480388], [7.052147796, 46.852328673], [7.053170616, 46.852218607], [7.054234487, 46.852375474], [7.054630821, 46.852473709], [7.055449869, 46.852417582], [7.054841989, 46.850290268], [7.055157077, 46.850300999]]]], ""type"": ""MultiPolygon""}";46.848611897, 7.014183736
2025;Belmont-Broye;2053;15675;Broye;Broye;1001;Contribution immobilière, en ‰ de la valeur fiscale;Liegenschaftssteuer, in ‰ des Steuerwerts;1.5;‰;2.08;2023;"{""coordinates"": [[[[7.055157077, 46.850300999], [7.05535148, 46.84990946], [7.055454117, 46.849439125], [7.054683731, 46.849191272], [7.054436842, 46.848944208], [7.054626462, 46.848079194], [7.054468681, 46.847830197], [7.055050085, 46.847387668], [7.054518929, 46.847082546], [7.053623657, 46.845925359], [7.053445309, 46.84558257], [7.053166391, 46.844906042], [7.052870891, 46.844549391], [7.052412042, 46.844212892], [7.052226986, 46.844022498], [7.052038463, 46.843210813], [7.052435995, 46.842588223], [7.051906271, 46.84222768], [7.050939487, 46.842190634], [7.050878465, 46.842111995], [7.05159593, 46.841888676], [7.051956679, 46.841692559], [7.052491051, 46.841162508], [7.052421119, 46.841132415], [7.053782158, 46.839711631], [7.053980592, 46.839453493], [7.053666856, 46.837883297], [7.052101841, 46.837018572], [7.052199131, 46.836860231], [7.052889531, 46.836452648], [7.053158943, 46.836071668], [7.053083849, 46.835638724], [7.052549171, 46.835166705], [7.051737292, 46.834089788], [7.051718617, 46.833925666], [7.051855709, 46.833549375], [7.051987806, 46.832665202], [7.051069433, 46.831878075], [7.050901079, 46.831329013], [7.050337191, 46.830632734], [7.049432861, 46.830059077], [7.048449167, 46.829546058], [7.047622147, 46.829471304], [7.047589012, 46.829158473], [7.046958318, 46.829296096], [7.04691227, 46.829187129], [7.045940963, 46.829227729], [7.045946889, 46.82913613], [7.044647266, 46.829006752], [7.044484721, 46.828731675], [7.042845411, 46.828662126], [7.042057935, 46.828612927], [7.040913319, 46.82889887], [7.039527952, 46.828126813], [7.039930673, 46.826965229], [7.039315049, 46.826730514], [7.038925228, 46.826450351], [7.039328602, 46.825747278], [7.039539837, 46.82547096], [7.039663546, 46.825147638], [7.03831148, 46.82483034], [7.037731468, 46.824734217], [7.036524129, 46.824312375], [7.035503213, 46.823474152], [7.035363045, 46.823939278], [7.033407927, 46.823504788], [7.032285586, 46.823191752], [7.031425584, 46.823035418], [7.030097905, 46.822555894], [7.02992491, 46.822519354], [7.029726254, 46.822725501], [7.026052507, 46.821363341], [7.02567984, 46.821025596], [7.025278531, 46.820738875], [7.024761746, 46.820569806], [7.025102035, 46.820261076], [7.025169819, 46.820072795], [7.025698462, 46.819887076], [7.025984859, 46.819844], [7.025363317, 46.819475544], [7.026551649, 46.818513627], [7.025706847, 46.818342029], [7.025442114, 46.818235832], [7.023649938, 46.817860955], [7.023402728, 46.817780445], [7.023193855, 46.817734679], [7.021957254, 46.817336019], [7.021246085, 46.817129542], [7.019912612, 46.816818254], [7.019470661, 46.816783921], [7.018449165, 46.816532097], [7.017121753, 46.816781234], [7.016641495, 46.816762814], [7.015385831, 46.816951344], [7.014928611, 46.81695094], [7.014562245, 46.817138842], [7.014277359, 46.817361131], [7.013756227, 46.817875951], [7.013336602, 46.817846283], [7.012442708, 46.817435844], [7.011865117, 46.81771191], [7.010691971, 46.818368152], [7.009954411, 46.818890533], [7.008880491, 46.819526246], [7.008520347, 46.819884753], [7.008241918, 46.820028961], [7.007558851, 46.820075109], [7.007158914, 46.81996986], [7.007313566, 46.820234859], [7.007408521, 46.820699881], [7.007045569, 46.821014303], [7.007376093, 46.821231248], [7.006725774, 46.821658456], [7.00612607, 46.821825191], [7.005595766, 46.822446799], [7.004641569, 46.824084857], [7.003776972, 46.824376182], [7.003214509, 46.824801832], [7.003027604, 46.824998245], [7.002952764, 46.825273625], [7.002424593, 46.825706049], [7.00234285, 46.825869309], [7.002332111, 46.826298873], [7.002613251, 46.826950133], [7.00260755, 46.827130776], [7.001777096, 46.827517487], [7.001542828, 46.827912965], [7.001276715, 46.828095182], [7.000820882, 46.828285899], [6.999858955, 46.829499481], [6.999849685, 46.829743781], [7.000027116, 46.829842613], [6.999823592, 46.830139508], [6.999353444, 46.830512108], [6.998558887, 46.830614946], [6.996432476, 46.830565113], [6.997161443, 46.832404962], [6.996726473, 46.832330323], [6.995874155, 46.832258839], [6.995481035, 46.832345197], [6.994822654, 46.83273831], [6.994269849, 46.8329266], [6.993817133, 46.832919797], [6.993750725, 46.832835097], [6.993518512, 46.831793269], [6.993354347, 46.831318772], [6.993112552, 46.830945297], [6.992789396, 46.830611074], [6.992686618, 46.830400295], [6.992371069, 46.830398898], [6.991939529, 46.831028782], [6.992751379, 46.831778361], [6.992834087, 46.831907644], [6.99280826, 46.832481347], [6.992362112, 46.833171929], [6.99140542, 46.833322794], [6.990063241, 46.833594266], [6.988643953, 46.833916889], [6.988086756, 46.834062178], [6.987608731, 46.834255337], [6.987141184, 46.834534874], [6.986832615, 46.834659102], [6.986135405, 46.834724424], [6.985992396, 46.835163042], [6.986258563, 46.83552292], [6.986427353, 46.835580899], [6.986689053, 46.835956716], [6.986614399, 46.836159394], [6.986827974, 46.836832077], [6.98698587, 46.837177427], [6.98603454, 46.83748587], [6.986232355, 46.837835185], [6.983074771, 46.839825231], [6.983453227, 46.840269698], [6.984224378, 46.84102888], [6.98435878, 46.841040867], [6.985130464, 46.840605454], [6.985992353, 46.840068835], [6.98845385, 46.842083726], [6.987552478, 46.842742187], [6.987392851, 46.842785957], [6.988654387, 46.843494785], [6.988660341, 46.84358067], [6.987655302, 46.84441914], [6.986926012, 46.844070629], [6.986642687, 46.844388233], [6.986976224, 46.844556691], [6.985864328, 46.845541601], [6.985627742, 46.84564321], [6.984415378, 46.846717068], [6.98347959, 46.84621765], [6.983259963, 46.846353127], [6.982891058, 46.846040509], [6.982426917, 46.846422778], [6.981475194, 46.845711274], [6.979466707, 46.846945912], [6.979287932, 46.846956014], [6.980454653, 46.848113641], [6.980444666, 46.848225343], [6.978093915, 46.849838751], [6.977887379, 46.849968711], [6.977575065, 46.849870406], [6.977499767, 46.850582893], [6.977563485, 46.851246], [6.97780868, 46.851873634], [6.978047615, 46.8521984], [6.978575346, 46.852751691], [6.979317698, 46.853269935], [6.977813117, 46.854958234], [6.980583969, 46.858017633], [6.976944228, 46.860527354], [6.97921104, 46.865609817], [6.979226491, 46.865767561], [6.980150171, 46.866305526], [6.981751855, 46.867240183], [6.982744831, 46.867860703], [6.983867678, 46.868678013], [6.986480312, 46.870743137], [6.985944591, 46.871059802], [6.987376175, 46.872319347], [6.988895372, 46.873460031], [6.987907025, 46.874380366], [6.9877377, 46.874752198], [6.986108996, 46.876262091], [6.988370744, 46.877695709], [6.989086011, 46.878204558], [6.991629641, 46.875846155], [6.99198294, 46.875914653], [6.992392711, 46.876109659], [6.99370341, 46.87712204], [6.994219384, 46.87759158], [6.994438624, 46.877887187], [6.99468877, 46.877883609], [6.994949805, 46.878068616], [6.995621221, 46.877557335], [6.997178588, 46.87628102], [6.998513538, 46.875118068], [6.999333124, 46.874329727], [6.999865056, 46.874327906], [7.000134011, 46.874160375], [7.001105655, 46.873862588], [7.002379375, 46.873697812], [7.003301783, 46.873795887], [7.003679282, 46.873798487], [7.004291298, 46.873575403], [7.004842533, 46.873586397], [7.005575451, 46.873450202], [7.006498956, 46.873132225], [7.007030558, 46.873005243], [7.007309591, 46.873001622], [7.008418345, 46.873154583], [7.008692658, 46.87336683], [7.008733704, 46.87349749], [7.008558601, 46.873809961], [7.008561144, 46.87406705], [7.008706817, 46.874287708], [7.009229386, 46.87444107], [7.0093943, 46.874552604], [7.009747552, 46.875296567], [7.010132395, 46.875399293], [7.010663559, 46.875462096], [7.010852238, 46.875357917], [7.011567185, 46.875186543], [7.011706205, 46.875208194], [7.01203301, 46.875452113], [7.012138608, 46.875699693], [7.011875481, 46.876127772], [7.011834767, 46.876316802], [7.012002613, 46.876424008], [7.012522151, 46.8765813], [7.013056039, 46.876567191], [7.013493991, 46.876843085], [7.013830796, 46.877350503], [7.014170467, 46.877511427], [7.014638945, 46.877342616], [7.014994013, 46.876929615], [7.015288103, 46.876814135], [7.015504709, 46.87703055], [7.0153743, 46.877634081], [7.015386686, 46.877859912], [7.015289942, 46.878251654], [7.015327143, 46.878478207], [7.015810033, 46.87892805], [7.016013885, 46.879748817], [7.016195377, 46.880777557], [7.017689702, 46.880115261], [7.018189357, 46.879450013], [7.020172985, 46.87770134], [7.021286855, 46.876684388], [7.025182275, 46.877795159], [7.025391474, 46.877303068], [7.025482493, 46.876691098], [7.025802693, 46.876520715], [7.026783736, 46.876237848], [7.027049771, 46.8761351], [7.028110573, 46.875851942], [7.028541352, 46.87570093], [7.028816526, 46.875706137], [7.029551313, 46.875580312], [7.030160643, 46.875427936], [7.030431713, 46.875282731], [7.030747805, 46.875356005], [7.031584981, 46.875688209], [7.032223912, 46.875832148], [7.034566464, 46.874255292], [7.035024134, 46.873662586], [7.035171237, 46.873550385], [7.035643438, 46.873378893], [7.035777887, 46.872995175], [7.035614366, 46.872829531], [7.035053861, 46.87255167], [7.03470432, 46.872321238], [7.034136457, 46.871766297], [7.034038075, 46.871506169], [7.033438026, 46.870975568], [7.033017095, 46.870160546], [7.032682485, 46.869710943], [7.032580836, 46.869675859], [7.032336684, 46.869161991], [7.031925136, 46.868928181], [7.031659454, 46.868627345], [7.031345044, 46.868057632], [7.031219516, 46.86771158], [7.031087011, 46.867577893], [7.030949, 46.867200672], [7.031071643, 46.867044051], [7.03033168, 46.866521496], [7.029894145, 46.866173435], [7.031116342, 46.865090281], [7.033383562, 46.863618829], [7.035503569, 46.862298936], [7.035658525, 46.862331229], [7.036026787, 46.862106997], [7.036225837, 46.861834761], [7.036666118, 46.861594797], [7.038014293, 46.861100291], [7.039665373, 46.860605004], [7.039046039, 46.859263823], [7.038602312, 46.858983265], [7.037047253, 46.858252162], [7.036534449, 46.858174504], [7.035683101, 46.858130658], [7.03508386, 46.857972052], [7.034846931, 46.858028674], [7.034189476, 46.857789105], [7.033334171, 46.857060143], [7.033567954, 46.856462742], [7.03392337, 46.855769558], [7.034096478, 46.855320446], [7.031942548, 46.853928461], [7.032047426, 46.853587063], [7.031493822, 46.853524233], [7.029707908, 46.852680621], [7.02970058, 46.851388648], [7.029782408, 46.851113817], [7.029119288, 46.850868156], [7.029823231, 46.850235944], [7.02992073, 46.84979704], [7.030506724, 46.84903532], [7.031888984, 46.847806283], [7.033193161, 46.848735658], [7.034797851, 46.847192695], [7.035425667, 46.846506963], [7.037056851, 46.84557844], [7.037453041, 46.84553591], [7.039586401, 46.84830163], [7.042915421, 46.846888119], [7.043043466, 46.846928368], [7.04440357, 46.847956669], [7.044436204, 46.848129728], [7.044299047, 46.848365438], [7.044838639, 46.848477821], [7.045279043, 46.848889479], [7.045404175, 46.849151002], [7.045028472, 46.849556282], [7.046537873, 46.850728201], [7.046384984, 46.850876081], [7.047285377, 46.851615807], [7.04907697, 46.854870621], [7.05031242, 46.854547536], [7.050286833, 46.854328959], [7.050030818, 46.854171963], [7.049431749, 46.854321033], [7.04921586, 46.85421836], [7.051637665, 46.853014081], [7.052197585, 46.852650517], [7.052365008, 46.852480388], [7.052147796, 46.852328673], [7.053170616, 46.852218607], [7.054234487, 46.852375474], [7.054630821, 46.852473709], [7.055449869, 46.852417582], [7.054841989, 46.850290268], [7.055157077, 46.850300999]]]], ""type"": ""MultiPolygon""}";46.848611897, 7.014183736
2025;Châtillon (FR);2008;11419;Broye;Broye;1001;Impôt sur les successions et les donations, en % de l’impôt cantonal;Erbschafts- und Schenkungssteuer, in % der Kantonssteuer;60.0;%;NA;2023;"{""coordinates"": [[[[6.842476627, 46.829557506], [6.836633518, 46.827902712], [6.836811004, 46.827751911], [6.836921532, 46.827490795], [6.836942222, 46.827180062], [6.836683353, 46.826648487], [6.836408995, 46.826414215], [6.836206204, 46.826612781], [6.8362374, 46.826828777], [6.835866615, 46.827079729], [6.834755908, 46.826111343], [6.834346762, 46.825997369], [6.833598432, 46.825584768], [6.833502829, 46.825477322], [6.83303103, 46.825263565], [6.832684853, 46.825050951], [6.831843976, 46.824808394], [6.831493937, 46.824630846], [6.831190532, 46.8245575], [6.830647605, 46.824331687], [6.830401205, 46.824645679], [6.830095754, 46.824731138], [6.82987759, 46.825022161], [6.829329515, 46.825371919], [6.828832721, 46.825000435], [6.827666664, 46.824478277], [6.826979354, 46.824474773], [6.82665599, 46.824511251], [6.82548568, 46.825175374], [6.82440453, 46.824572426], [6.822035129, 46.826581795], [6.823353655, 46.827314556], [6.823079834, 46.828009267], [6.822481213, 46.827856887], [6.822339508, 46.828181232], [6.822133817, 46.828474475], [6.821610238, 46.82874126], [6.821715849, 46.82912946], [6.821667873, 46.829337628], [6.821432318, 46.829426434], [6.820983735, 46.829345737], [6.820510398, 46.829511959], [6.820302094, 46.829731602], [6.821403923, 46.830311455], [6.821925549, 46.830723127], [6.821881102, 46.831183291], [6.821749528, 46.831500906], [6.821546729, 46.831767015], [6.822733321, 46.832164021], [6.82272345, 46.832004043], [6.822924674, 46.831766323], [6.823180147, 46.831646495], [6.824202022, 46.832393535], [6.823725175, 46.832940271], [6.823143428, 46.833496371], [6.823052596, 46.833764705], [6.823393763, 46.833980491], [6.824373707, 46.834438241], [6.824604218, 46.834015808], [6.825188406, 46.834275903], [6.825668574, 46.834564572], [6.826535421, 46.834877812], [6.828009575, 46.83553642], [6.828685863, 46.83581436], [6.829118539, 46.835944158], [6.829278082, 46.835754619], [6.829502225, 46.835790161], [6.829923545, 46.835611625], [6.830225715, 46.835140896], [6.830574168, 46.835196682], [6.832641059, 46.83589032], [6.834574567, 46.834009359], [6.834861557, 46.834097596], [6.835566167, 46.833677892], [6.83737294, 46.831533477], [6.838009607, 46.831547068], [6.840748337, 46.831664097], [6.84077235, 46.831523928], [6.841167427, 46.830537821], [6.84131873, 46.830237603], [6.841578838, 46.829921619], [6.841843067, 46.829719306], [6.842476627, 46.829557506]]]], ""type"": ""MultiPolygon""}";46.829982781, 6.830239042
